# 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38
11 0 1.04592 1.0423 1.03651 1.03121 1.02681 1.02156 1.01745 1.01405 1.00928 1.00363 0.999432 0.994269 0.990277 0.986305 0.983551 0.979782 0.976444 0.973858 0.971762 0.970145 0.969793 0.969339 0.969336 0.969334 0.969332 0.96933 0.969329 0.969328 0.969328 0.969327 0.969327 0.969327 0.969326 0.969326 0.969326 0.969326 0.969326 0.969326
12 0.400706 1.04526 1.04164 1.03578 1.03038 1.02559 1.02023 1.01574 1.01166 1.00647 1.00064 0.996129 0.990948 0.986942 0.982958 0.980194 0.976411 0.973062 0.970467 0.968363 0.966741 0.966388 0.965932 0.965929 0.965926 0.965925 0.965923 0.965922 0.965921 0.965921 0.96592 0.96592 0.965919 0.965919 0.965919 0.965919 0.965919 0.965919 0.965919
13 0 1.04484 1.04118 1.03524 1.02957 1.02471 1.01908 1.01412 1.00974 1.00443 0.998378 0.993855 0.988663 0.984647 0.980653 0.977883 0.974091 0.970734 0.968133 0.966024 0.964398 0.964044 0.963587 0.963583 0.963581 0.963579 0.963578 0.963577 0.963576 0.963575 0.963575 0.963574 0.963574 0.963574 0.963574 0.963574 0.963574 0.963574 0.963574
14 0 1.04484 1.04108 1.0348 1.02903 1.02382 1.01757 1.01222 1.00769 1.00209 0.99602 0.991486 0.986281 0.982256 0.978252 0.975475 0.971674 0.968309 0.9657 0.963587 0.961956 0.961601 0.961143 0.96114 0.961137 0.961136 0.961134 0.961133 0.961132 0.961131 0.961131 0.961131 0.96113 0.96113 0.96113 0.96113 0.96113 0.96113 0.96113
15 0 1.04484 1.04007 1.0335 1.02673 1.01973 1.01236 1.00656 1.00119 0.995549 0.989441 0.984877 0.979637 0.975585 0.971553 0.968757 0.96493 0.961541 0.958914 0.956786 0.955144 0.954786 0.954325 0.954321 0.954319 0.954317 0.954315 0.954314 0.954313 0.954313 0.954312 0.954312 0.954312 0.954312 0.954312 0.954311 0.954311 0.954311 0.954311
16 0.129201 1.04386 1.039 1.03242 1.02434 1.01672 1.00875 1.00182 0.996422 0.990754 0.984617 0.980031 0.974765 0.970692 0.96664 0.96383 0.959983 0.956576 0.953936 0.951796 0.950146 0.949786 0.949322 0.949319 0.949317 0.949315 0.949313 0.949312 0.949311 0.949311 0.94931 0.94931 0.94931 0.949309 0.949309 0.949309 0.949309 0.949309 0.949309
17 0 1.04371 1.03884 1.03201 1.0238 1.01606 1.00787 1.00093 0.995533 0.98986 0.983717 0.979126 0.973856 0.969779 0.965724 0.96291 0.95906 0.95565 0.953007 0.950865 0.949213 0.948853 0.948389 0.948386 0.948383 0.948381 0.94838 0.948379 0.948378 0.948377 0.948377 0.948376 0.948376 0.948376 0.948376 0.948376 0.948376 0.948376 0.948376
18 0 1.04371 1.03853 1.03155 1.0232 1.01519 1.00699 1.00005 0.994644 0.988966 0.982818 0.978222 0.972947 0.968867 0.964807 0.961991 0.958137 0.954724 0.952079 0.949934 0.948281 0.947921 0.947456 0.947452 0.94745 0.947448 0.947446 0.947445 0.947444 0.947444 0.947443 0.947443 0.947443 0.947443 0.947442 0.947442 0.947442 0.947442 0.947442
19 0.0807094 1.04337 1.03798 1.0308 1.02206 1.01405 1.00584 0.998884 0.993474 0.98779 0.981634 0.977033 0.971751 0.967666 0.963601 0.960782 0.956923 0.953505 0.950857 0.94871 0.947054 0.946693 0.946228 0.946224 0.946222 0.94622 0.946219 0.946217 0.946216 0.946216 0.946215 0.946215 0.946215 0.946215 0.946215 0.946214 0.946214 0.946214 0.946214
20 0.0524786 1.04294 1.03755 1.03037 1.02163 1.01361 1.00539 0.998438 0.993026 0.987339 0.981181 0.976578 0.971293 0.967206 0.96314 0.960319 0.956458 0.953039 0.950389 0.948241 0.946584 0.946223 0.945757 0.945754 0.945752 0.94575 0.945748 0.945747 0.945746 0.945746 0.945745 0.945745 0.945745 0.945744 0.945744 0.945744 0.945744 0.945744 0.945744
21 0 1.04951 1.04831 1.04763 1.04567 1.04191 1.03986 1.03914 1.03751 1.03649 1.03619 1.03432 1.03261 1.03153 1.03062 1.0293 1.02842 1.02743 1.02539 1.02352 1.02259 1.02168 1.02125 1.02125 1.02124 1.02124 1.02124 1.02124 1.02124 1.02124 1.02124 1.02124 1.02124 1.02124 1.02124 1.02124 1.02124 1.02124 1.02124
22 0.136484 1.04933 1.04808 1.04721 1.04501 1.04125 1.03921 1.03848 1.03685 1.03583 1.03553 1.03366 1.03195 1.03086 1.02995 1.02863 1.02776 1.02676 1.02473 1.02286 1.02192 1.02101 1.02058 1.02058 1.02057 1.02057 1.02057 1.02057 1.02057 1.02057 1.02057 1.02057 1.02057 1.02057 1.02057 1.02057 1.02057 1.02057 1.02057
23 0 1.04923 1.04796 1.04699 1.04468 1.04092 1.03887 1.03815 1.03651 1.03549 1.03519 1.03332 1.03161 1.03053 1.02961 1.02829 1.02742 1.02642 1.02438 1.02251 1.02158 1.02067 1.02023 1.02023 1.02023 1.02023 1.02023 1.02023 1.02023 1.02023 1.02023 1.02023 1.02023 1.02023 1.02023 1.02023 1.02023 1.02023 1.02023
24 0.0349857 1.0492 1.0478 1.04668 1.04437 1.04061 1.03856 1.03784 1.0362 1.03518 1.03488 1.03301 1.0313 1.03021 1.0293 1.02798 1.0271 1.02611 1.02407 1.0222 1.02126 1.02035 1.01992 1.01992 1.01992 1.01992 1.01991 1.01991 1.01991 1.01991 1.01991 1.01991 1.01991 1.01991 1.01991 1.01991 1.01991 1.01991 1.01991
25 0 1.04915 1.04755 1.04618 1.04387 1.0401 1.03806 1.03733 1.0357 1.03467 1.03437 1.03251 1.03079 1.02971 1.02879 1.02747 1.0266 1.0256 1.02356 1.02169 1.02075 1.01984 1.01941 1.01941 1.0194 1.0194 1.0194 1.0194 1.0194 1.0194 1.0194 1.0194 1.0194 1.0194 1.0194 1.0194 1.0194 1.0194 1.0194
26 0.09005 1.04899 1.0472 1.04583 1.04352 1.03975 1.0377 1.03698 1.03535 1.03432 1.03402 1.03215 1.03043 1.02935 1.02844 1.02711 1.02624 1.02524 1.0232 1.02133 1.02039 1.01948 1.01905 1.01905 1.01904 1.01904 1.01904 1.01904 1.01904 1.01904 1.01904 1.01904 1.01904 1.01904 1.01904 1.01904 1.01904 1.01904 1.01904
27 0.0488774 1.04883 1.04685 1.04548 1.04317 1.0394 1.03735 1.03663 1.03499 1.03397 1.03367 1.0318 1.03008 1.029 1.02808 1.02676 1.02588 1.02489 1.02285 1.02097 1.02003 1.01912 1.01869 1.01869 1.01869 1.01869 1.01869 1.01869 1.01868 1.01868 1.01868 1.01868 1.01868 1.01868 1.01868 1.01868 1.01868 1.01868 1.01868
28 0.07 1.04861 1.04662 1.04526 1.04295 1.03918 1.03713 1.0364 1.03477 1.03374 1.03344 1.03157 1.02985 1.02877 1.02785 1.02653 1.02566 1.02466 1.02262 1.02074 1.0198 1.01889 1.01846 1.01846 1.01846 1.01846 1.01845 1.01845 1.01845 1.01845 1.01845 1.01845 1.01845 1.01845 1.01845 1.01845 1.01845 1.01845 1.01845
29 0.0259422 1.04856 1.04658 1.04521 1.0429 1.03913 1.03708 1.03636 1.03472 1.03369 1.03339 1.03152 1.02981 1.02872 1.02781 1.02648 1.02561 1.02461 1.02257 1.0207 1.01976 1.01884 1.01841 1.01841 1.01841 1.01841 1.01841 1.01841 1.01841 1.01841 1.01841 1.01841 1.01841 1.01841 1.01841 1.01841 1.01841 1.01841 1.01841
30 0.0786003 1.04865 1.04667 1.0453 1.04299 1.03922 1.03717 1.03645 1.03481 1.03378 1.03348 1.03161 1.02989 1.02881 1.0279 1.02657 1.0257 1.0247 1.02266 1.02079 1.01984 1.01893 1.0185 1.0185 1.0185 1.0185 1.0185 1.0185 1.0185 1.0185 1.0185 1.0185 1.0185 1.0185 1.0185 1.01849 1.01849 1.01849 1.01849
31 0.125096 1.04895 1.04851 1.04646 1.044 1.04199 1.03981 1.03808 1.03738 1.03632 1.03433 1.03327 1.03136 1.03035 1.02877 1.02806 1.02649 1.02462 1.02287 1.02141 1.02005 1.01971 1.01928 1.01928 1.01928 1.01928 1.01928 1.01928 1.01928 1.01928 1.01928 1.01928 1.01928 1.01928 1.01928 1.01928 1.01928 1.01928 1.01928
32 0 1.04872 1.04689 1.04246 1.03909 1.0365 1.03285 1.03058 1.02964 1.02677 1.02369 1.02177 1.01917 1.01701 1.01491 1.01328 1.00995 1.00673 1.00436 1.00209 1.00052 1.00018 0.99974 0.999737 0.999736 0.999734 0.999733 0.999732 0.999731 0.999731 0.99973 0.99973 0.99973 0.99973 0.99973 0.99973 0.999729 0.999729 0.999729
33 0.269429 1.04754 1.04571 1.04128 1.0379 1.03531 1.03165 1.02939 1.02844 1.02557 1.02248 1.02056 1.01796 1.01579 1.0137 1.01206 1.00873 1.0055 1.00313 1.00086 0.999288 0.998947 0.998506 0.998504 0.998502 0.998501 0.998499 0.998498 0.998498 0.998497 0.998497 0.998496 0.998496 0.998496 0.998496 0.998496 0.998496 0.998496 0.998496
34 0.16682 1.04752 1.0419 1.0373 1.03306 1.02776 1.02415 1.02153 1.01686 1.0132 1.00879 1.00605 1.00137 0.999024 0.995124 0.99048 0.985586 0.981851 0.978049 0.975963 0.974354 0.974004 0.973552 0.973548 0.973546 0.973543 0.973542 0.973541 0.97354 0.973539 0.973538 0.973538 0.973538 0.973537 0.973537 0.973537 0.973537 0.973537 0.973537
35 0 1.04831 1.04548 1.04148 1.0379 1.0345 1.03117 1.02883 1.02668 1.02394 1.02056 1.01852 1.01533 1.01335 1.0107 1.00825 1.00473 1.00156 0.998795 0.996752 0.995177 0.994834 0.994392 0.994389 0.994387 0.994385 0.994384 0.994383 0.994382 0.994382 0.994381 0.994381 0.994381 0.994381 0.994381 0.994381 0.994381 0.994381 0.994381
36 0.0144222 1.0483 1.04536 1.04119 1.03761 1.03421 1.03089 1.02855 1.02639 1.02365 1.02027 1.01823 1.01504 1.01305 1.0104 1.00795 1.00444 1.00127 0.998498 0.996454 0.994879 0.994536 0.994093 0.994091 0.994089 0.994087 0.994086 0.994085 0.994084 0.994084 0.994083 0.994083 0.994083 0.994082 0.994082 0.994082 0.994082 0.994082 0.994082
37 0 1.04829 1.04528 1.041 1.03743 1.03402 1.0307 1.02836 1.0262 1.02346 1.02008 1.01804 1.01485 1.01286 1.01021 1.00776 1.00425 1.00107 0.998303 0.996259 0.994683 0.99434 0.993898 0.993895 0.993893 0.993891 0.99389 0.993889 0.993888 0.993888 0.993887 0.993887 0.993887 0.993887 0.993887 0.993886 0.993886 0.993886 0.993886
38 0.0546443 1.04821 1.04508 1.04081 1.03723 1.03382 1.0305 1.02816 1.026 1.02326 1.01988 1.01784 1.01465 1.01266 1.01001 1.00756 1.00404 1.00087 0.998098 0.996053 0.994477 0.994134 0.993691 0.993689 0.993687 0.993685 0.993684 0.993683 0.993682 0.993682 0.993681 0.993681 0.993681 0.99368 0.99368 0.99368 0.99368 0.99368 0.99368
39 0.0349857 1.04816 1.04498 1.0407 1.03712 1.03372 1.03039 1.02805 1.02589 1.02315 1.01977 1.01773 1.01454 1.01255 1.0099 1.00745 1.00393 1.00076 0.997987 0.995943 0.994366 0.994023 0.993581 0.993578 0.993576 0.993574 0.993573 0.993572 0.993571 0.993571 0.99357 0.99357 0.99357 0.99357 0.993569 0.993569 0.993569 0.993569 0.993569
40 0 1.04813 1.04489 1.04062 1.03704 1.03363 1.03031 1.02796 1.02581 1.02307 1.01968 1.01764 1.01445 1.01246 1.00981 1.00736 1.00384 1.00067 0.997899 0.995854 0.994277 0.993934 0.993491 0.993489 0.993487 0.993485 0.993484 0.993483 0.993482 0.993482 0.993481 0.993481 0.993481 0.99348 0.99348 0.99348 0.99348 0.99348 0.99348
41 0.10017 1.04797 1.04474 1.04046 1.03688 1.03347 1.03015 1.0278 1.02565 1.02291 1.01952 1.01748 1.01429 1.0123 1.00965 1.0072 1.00368 1.00051 0.997735 0.995689 0.994113 0.99377 0.993327 0.993324 0.993322 0.993321 0.993319 0.993318 0.993318 0.993317 0.993317 0.993316 0.993316 0.993316 0.993316 0.993316 0.993316 0.993316 0.993316
42 0.0300167 1.048 1.04476 1.04048 1.0369 1.0335 1.03017 1.02783 1.02567 1.02293 1.01955 1.0175 1.01432 1.01233 1.00968 1.00722 1.00371 1.00053 0.997761 0.995715 0.994139 0.993796 0.993353 0.99335 0.993348 0.993346 0.993345 0.993344 0.993343 0.993343 0.993342 0.993342 0.993342 0.993342 0.993342 0.993342 0.993342 0.993342 0.993342
43 0.0391152 1.04742 1.04525 1.04139 1.03722 1.03419 1.03083 1.02755 1.02566 1.02275 1.01934 1.01688 1.01393 1.01153 1.00832 1.00587 1.00249 0.999039 0.996512 0.994464 0.992885 0.992541 0.992098 0.992095 0.992093 0.992091 0.99209 0.992089 0.992088 0.992088 0.992087 0.992087 0.992087 0.992087 0.992087 0.992086 0.992086 0.992086 0.992086
44 0.0621289 1.04773 1.04557 1.04171 1.03776 1.03476 1.03143 1.02844 1.02665 1.02386 1.02052 1.01824 1.01532 1.01307 1.0101 1.00781 1.00448 1.00115 0.998632 0.996589 0.995013 0.994671 0.994228 0.994226 0.994224 0.994222 0.994221 0.99422 0.994219 0.994219 0.994218 0.994218 0.994218 0.994217 0.994217 0.994217 0.994217 0.994217 0.994217
45 0.0438292 1.04821 1.04609 1.04223 1.03861 1.03566 1.03238 1.02984 1.02821 1.02559 1.02239 1.02036 1.01752 1.01548 1.01291 1.01085 1.00763 1.00449 1.00197 0.999936 0.998366 0.998024 0.997583 0.997581 0.997579 0.997577 0.997576 0.997575 0.997574 0.997574 0.997574 0.997573 0.997573 0.997573 0.997573 0.997573 0.997573 0.997573 0.997573
46 0.0288444 1.04718 1.04504 1.04053 1.03663 1.03356 1.02939 1.02627 1.02421 1.02125 1.01747 1.01517 1.01186 1.00895 1.00568 1.0033 0.999666 0.996395 0.993861 0.991808 0.990225 0.98988 0.989435 0.989433 0.989431 0.989429 0.989428 0.989427 0.989426 0.989425 0.989425 0.989424 0.989424 0.989424 0.989424 0.989424 0.989424 0.989424 0.989424
47 0 1.04704 1.04429 1.03958 1.03557 1.03168 1.02707 1.02358 1.02124 1.01776 1.01377 1.01105 1.00696 1.00348 0.999954 0.997214 0.993497 0.990206 0.987656 0.985589 0.983996 0.983649 0.983201 0.983199 0.983196 0.983195 0.983193 0.983192 0.983191 0.983191 0.98319 0.98319 0.98319 0.98319 0.98319 0.983189 0.983189 0.983189 0.983189
48 0.04219 1.04699 1.04417 1.03945 1.03539 1.0315 1.02671 1.02313 1.02073 1.01725 1.01326 1.01054 1.00644 1.00296 0.999435 0.996694 0.992975 0.989682 0.987131 0.985063 0.983469 0.983122 0.982674 0.982671 0.982669 0.982667 0.982666 0.982665 0.982664 0.982663 0.982663 0.982663 0.982662 0.982662 0.982662 0.982662 0.982662 0.982662 0.982662
49 0 1.04697 1.04412 1.0394 1.03532 1.03143 1.02655 1.02293 1.02051 1.01703 1.01304 1.01032 1.00622 1.00274 0.999211 0.99647 0.992749 0.989456 0.986904 0.984836 0.983241 0.982894 0.982446 0.982443 0.982441 0.982439 0.982438 0.982437 0.982436 0.982435 0.982435 0.982435 0.982434 0.982434 0.982434 0.982434 0.982434 0.982434 0.982434
50 0.0564004 1.04689 1.04404 1.03925 1.03517 1.03106 1.02608 1.02241 1.01998 1.0165 1.0125 1.00978 1.00568 1.0022 0.998671 0.995928 0.992206 0.98891 0.986357 0.984288 0.982692 0.982345 0.981897 0.981894 0.981892 0.98189 0.981889 0.981887 0.981887 0.981886 0.981886 0.981885 0.981885 0.981885 0.981885 0.981885 0.981885 0.981885 0.981885
51 0 1.04688 1.04402 1.03923 1.03515 1.031 1.02601 1.02232 1.0199 1.01642 1.01242 1.00969 1.0056 1.00211 0.998583 0.99584 0.992118 0.988822 0.986269 0.984199 0.982603 0.982256 0.981808 0.981805 0.981803 0.981801 0.9818 0.981799 0.981798 0.981797 0.981797 0.981796 0.981796 0.981796 0.981796 0.981796 0.981796 0.981796 0.981796
52 0.0108167 1.04686 1.04393 1.03914 1.03477 1.0305 1.02543 1.02174 1.01931 1.01583 1.01183 1.0091 1.005 1.00152 0.997983 0.995238 0.991514 0.988216 0.985661 0.98359 0.981993 0.981646 0.981197 0.981194 0.981192 0.98119 0.981189 0.981188 0.981187 0.981187 0.981186 0.981186 0.981186 0.981185 0.981185 0.981185 0.981185 0.981185 0.981185
53 0 1.04687 1.04396 1.03916 1.03488 1.03064 1.02559 1.0219 1.01947 1.01599 1.01199 1.00927 1.00517 1.00168 0.998151 0.995407 0.991682 0.988385 0.985831 0.98376 0.982164 0.981816 0.981368 0.981365 0.981363 0.981361 0.98136 0.981359 0.981358 0.981357 0.981357 0.981356 0.981356 0.981356 0.981356 0.981356 0.981356 0.981356 0.981356
54 0.0428019 1.04683 1.04391 1.03896 1.0346 1.03032 1.02526 1.02157 1.01915 1.01566 1.01166 1.00894 1.00484 1.00135 0.997816 0.995071 0.991346 0.988047 0.985492 0.983421 0.981824 0.981476 0.981028 0.981025 0.981023 0.981021 0.981019 0.981018 0.981018 0.981017 0.981017 0.981016 0.981016 0.981016 0.981016 0.981016 0.981016 0.981016 0.981016
55 0 1.04679 1.04388 1.03877 1.03434 1.03001 1.02496 1.02127 1.01884 1.01535 1.01135 1.00863 1.00452 1.00104 0.997502 0.994756 0.991029 0.98773 0.985173 0.983102 0.981504 0.981157 0.980708 0.980705 0.980703 0.980701 0.9807 0.980698 0.980698 0.980697 0.980697 0.980696 0.980696 0.980696 0.980696 0.980696 0.980696 0.980696 0.980696
56 0 1.04679 1.04355 1.03829 1.03377 1.02944 1.02438 1.02069 1.01826 1.01477 1.01077 1.00804 1.00394 1.00045 0.996912 0.994164 0.990435 0.987134 0.984576 0.982503 0.980905 0.980557 0.980108 0.980105 0.980103 0.980101 0.9801 0.980099 0.980098 0.980097 0.980097 0.980096 0.980096 0.980096 0.980096 0.980096 0.980096 0.980096 0.980096
57 0 1.04672 1.04343 1.03815 1.03363 1.0293 1.02423 1.02054 1.01811 1.01462 1.01062 1.00789 1.00379 1.0003 0.996759 0.994011 0.990282 0.98698 0.984422 0.982348 0.98075 0.980402 0.979952 0.97995 0.979947 0.979946 0.979944 0.979943 0.979942 0.979942 0.979941 0.979941 0.979941 0.979941 0.979941 0.979941 0.97994 0.97994 0.97994
58 0 1.04667 1.04335 1.03806 1.03354 1.02921 1.02414 1.02045 1.01802 1.01453 1.01053 1.0078 1.00369 1.0002 0.996667 0.993919 0.990189 0.986887 0.984329 0.982255 0.980656 0.980308 0.979859 0.979856 0.979854 0.979852 0.979851 0.97985 0.979849 0.979848 0.979848 0.979848 0.979847 0.979847 0.979847 0.979847 0.979847 0.979847 0.979847
59 0.065215 1.04677 1.04351 1.03825 1.03372 1.02939 1.02433 1.02064 1.01821 1.01472 1.01072 1.00799 1.00389 1.0004 0.996861 0.994113 0.990384 0.987083 0.984525 0.982452 0.980853 0.980505 0.980056 0.980053 0.980051 0.980049 0.980048 0.980047 0.980046 0.980045 0.980045 0.980045 0.980044 0.980044 0.980044 0.980044 0.980044 0.980044 0.980044
60 0.0403113 1.04668 1.04336 1.03807 1.03355 1.02922 1.02416 1.02047 1.01804 1.01455 1.01054 1.00782 1.00371 1.00022 0.996683 0.993935 0.990205 0.986903 0.984345 0.982271 0.980672 0.980324 0.979875 0.979872 0.97987 0.979868 0.979867 0.979866 0.979865 0.979865 0.979864 0.979864 0.979864 0.979863 0.979863 0.979863 0.979863 0.979863 0.979863
61 0.0283019 1.04664 1.04332 1.03803 1.03351 1.02918 1.02412 1.02042 1.018 1.01451 1.0105 1.00777 1.00367 1.00018 0.99664 0.993892 0.990162 0.98686 0.984301 0.982228 0.980629 0.980281 0.979832 0.979829 0.979827 0.979825 0.979823 0.979822 0.979822 0.979821 0.979821 0.97982 0.97982 0.97982 0.97982 0.97982 0.97982 0.97982 0.97982
62 0 1.04679 1.04359 1.03836 1.03385 1.02952 1.02446 1.02076 1.01834 1.01485 1.01085 1.00812 1.00401 1.00052 0.996988 0.994241 0.990512 0.987211 0.984653 0.98258 0.980982 0.980634 0.980185 0.980182 0.98018 0.980178 0.980177 0.980176 0.980175 0.980175 0.980174 0.980174 0.980174 0.980173 0.980173 0.980173 0.980173 0.980173 0.980173
63 0 1.04665 1.04341 1.03815 1.03364 1.02931 1.02425 1.02055 1.01812 1.01464 1.01063 1.0079 1.0038 1.00031 0.996771 0.994024 0.990294 0.986992 0.984434 0.982361 0.980762 0.980414 0.979965 0.979962 0.97996 0.979958 0.979957 0.979956 0.979955 0.979954 0.979954 0.979953 0.979953 0.979953 0.979953 0.979953 0.979953 0.979953 0.979953
64 0 1.04656 1.04327 1.038 1.03349 1.02916 1.0241 1.02041 1.01798 1.01449 1.01048 1.00775 1.00365 1.00016 0.996621 0.993873 0.990143 0.986841 0.984282 0.982208 0.98061 0.980262 0.979812 0.979809 0.979807 0.979805 0.979804 0.979803 0.979802 0.979802 0.979801 0.979801 0.979801 0.9798 0.9798 0.9798 0.9798 0.9798 0.9798
65 0.0948683 1.04665 1.04342 1.03816 1.03365 1.02932 1.02426 1.02056 1.01814 1.01465 1.01064 1.00791 1.00381 1.00032 0.996783 0.994035 0.990306 0.987004 0.984446 0.982373 0.980774 0.980426 0.979977 0.979974 0.979972 0.97997 0.979969 0.979968 0.979967 0.979966 0.979966 0.979965 0.979965 0.979965 0.979965 0.979965 0.979965 0.979965 0.979965
66 0.0274591 1.04663 1.04338 1.03812 1.03361 1.02928 1.02422 1.02052 1.01809 1.01461 1.0106 1.00787 1.00377 1.00028 0.996741 0.993993 0.990263 0.986961 0.984403 0.982329 0.980731 0.980383 0.979934 0.979931 0.979929 0.979927 0.979925 0.979924 0.979924 0.979923 0.979922 0.979922 0.979922 0.979922 0.979922 0.979922 0.979922 0.979922 0.979922
67 0.0152643 1.04654 1.04325 1.03799 1.03348 1.02915 1.02409 1.02039 1.01796 1.01447 1.01047 1.00774 1.00363 1.00014 0.996607 0.993859 0.990128 0.986826 0.984267 0.982194 0.980595 0.980247 0.979798 0.979795 0.979793 0.979791 0.979789 0.979788 0.979788 0.979787 0.979786 0.979786 0.979786 0.979786 0.979786 0.979786 0.979786 0.979786 0.979786
68 0 1.04519 1.04232 1.03574 1.03008 1.0257 1.02074 1.01615 1.01303 1.00847 1.00225 0.997583 0.992532 0.988048 0.984068 0.981307 0.977529 0.974184 0.971592 0.969491 0.967871 0.967518 0.967063 0.96706 0.967057 0.967055 0.967054 0.967053 0.967052 0.967051 0.967051 0.967051 0.96705 0.96705 0.96705 0.96705 0.96705 0.96705 0.96705
69 0.0408167 1.04517 1.0423 1.03572 1.03006 1.02568 1.02072 1.01612 1.01301 1.00844 1.00222 0.997559 0.992508 0.988023 0.984043 0.981283 0.977504 0.974159 0.971567 0.969466 0.967846 0.967493 0.967038 0.967035 0.967032 0.96703 0.967029 0.967028 0.967027 0.967026 0.967026 0.967025 0.967025 0.967025 0.967025 0.967025 0.967025 0.967025 0.967025
70 0 1.04592 1.04229 1.0365 1.0312 1.0268 1.02155 1.01744 1.01403 1.00925 1.00359 0.999398 0.994231 0.990239 0.986267 0.983513 0.979743 0.976405 0.973819 0.971723 0.970106 0.969754 0.9693 0.969297 0.969294 0.969293 0.969291 0.96929 0.969289 0.969289 0.969288 0.969288 0.969288 0.969287 0.969287 0.969287 0.969287 0.969287 0.969287
