# 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 G
1 0 0.616308 -0.0154044 -0.00486633 0.0264671 -0.0323958 -0.00103198 -0.00306873 -0.00334581 0.000792401 -0.00138828 0.00643643 0.00178108 0.000375906 -0.00037755 -0.000881096 -0.00058147 0.000158475 0.00199146 -0.00136648 -0.00125 -0.000729308 -0.00131372 -0.00131798 -0.00131997 -0.00132238 -0.00132425 -0.00132586 -0.00132731 -0.00132868 -0.00132955 -0.00133031 -0.00133097 -0.00133143 -0.00133184 -0.00133214 -0.0013324 -0.00133249 -0.00133259 -0.21426
2 0.616297 0.597187 -0.019155 0.0470294 -0.00339942 -0.0310437 -0.00268517 -0.00590641 -0.0015615 0.000221345 0.00716097 0.010777 0.00480594 0.00267405 0.00125715 0.00115226 0.00221925 0.00497586 0.0033719 0.000151909 0.00077905 0.000763539 0.000176958 0.000171865 0.000168413 0.00016491 0.000162049 0.000159477 0.000157024 0.000155061 0.000153636 0.000152377 0.000151365 0.000150558 0.000149898 0.000149365 0.000149026 0.000148838 0.000148715 -0.27424
3 0 0 0.0634454 -0.00952359 -0.00587214 -0.036793 -0.00888188 -0.00616293 -0.00463538 0.00782523 0.00961493 0.0116765 0.00494456 0.00208402 0.00128525 0.00197329 0.00518644 0.00427106 0.00293948 0.000262525 0.000390233 0.000371653 -0.0002166 -0.000223618 -0.000228546 -0.000233356 -0.000237448 -0.000241253 -0.000244463 -0.000247103 -0.000249133 -0.000250826 -0.000252235 -0.000253334 -0.000254263 -0.000254888 -0.000255333 -0.000255547 -0.000255686 -0.39965
4 0 0.627952 -0.0696357 -0.0495033 -0.0449796 -0.0667078 -0.0311454 -0.0309331 -0.0111551 -0.0034235 -0.00215958 -0.000197547 -0.00645033 -0.00830907 -0.00740836 -0.00319651 -0.00328568 -0.00364006 -0.00401959 -0.00717624 -0.00705012 -0.00706981 -0.00765942 -0.00766772 -0.00767381 -0.00767974 -0.00768501 -0.00768952 -0.00769337 -0.0076966 -0.00769905 -0.00770114 -0.00770284 -0.00770422 -0.00770524 -0.00770598 -0.00770645 -0.00770668 -0.00770683 -0.46142
5 0 0.520571 -0.0923699 -0.0770694 -0.0544392 -0.0752345 -0.0431584 -0.0172422 -0.0081687 -0.00202463 -0.00192155 -1.38488e-05 -0.00635787 -0.00648358 -0.00242047 -0.00300621 -0.00306328 -0.00260373 -0.0038375 -0.00699592 -0.00687101 -0.00689208 -0.00748303 -0.0074925 -0.00749975 -0.00750692 -0.00751292 -0.00751809 -0.00752256 -0.00752623 -0.00752911 -0.00753151 -0.00753352 -0.00753499 -0.00753614 -0.0075369 -0.00753739 -0.00753763 -0.00753778 -0.52919
6 0.497343 0.503459 -0.112882 -0.0668994 -0.0547837 -0.0809398 -0.019012 -0.011224 -0.00492986 -0.000568457 -0.000779191 0.000854807 -0.00378601 -0.000899785 -0.00227436 -0.0027773 -0.00200906 -0.00244756 -0.00368388 -0.00684426 -0.00672149 -0.00674474 -0.00733754 -0.00734882 -0.00735781 -0.00736609 -0.00737305 -0.00737907 -0.00738415 -0.00738837 -0.00739164 -0.0073944 -0.00739653 -0.00739814 -0.00739932 -0.00740011 -0.00740061 -0.00740086 -0.00740101 -0.58159
7 0 0 -0.0478971 -0.0224686 -0.0206706 -0.0220001 0.0151839 0.016691 0.0191429 0.019701 0.0186875 0.0202898 0.0164833 0.0122818 0.0105806 0.0101838 0.0100589 0.00961755 0.00837913 0.00521653 0.0053371 0.00531226 0.00471782 0.004705 0.00469507 0.00468596 0.00467823 0.00467166 0.00466607 0.00466147 0.00465784 0.00465496 0.00465269 0.00465104 0.00464984 0.00464904 0.00464853 0.00464829 0.00464814 -0.66039
8 0 0.570868 -0.0454786 -0.0334332 0.00168341 -0.0184551 0.0138766 0.0181954 0.0191999 0.0223564 0.0216582 0.0259567 0.0165565 0.0133348 0.0120905 0.0115414 0.0114151 0.0109731 0.00973358 0.00656974 0.00668955 0.00666344 0.00606777 0.0060542 0.00604356 0.00603377 0.00602556 0.00601851 0.00601256 0.0060076 0.00600386 0.00600083 0.00599852 0.00599685 0.00599564 0.00599483 0.00599433 0.00599408 0.00599393 -0.71551
9 0.569313 0.569313 -0.0505181 -0.00234849 0.00903555 -0.0172587 0.0185362 0.0172718 0.0202398 0.0235554 0.0255594 0.0239318 0.0160387 0.0133661 0.0120948 0.0115418 0.0114122 0.0109665 0.00972362 0.00655711 0.00667398 0.00664555 0.00604822 0.00603331 0.00602152 0.00601089 0.00600194 0.00599435 0.00598792 0.0059828 0.00597887 0.0059758 0.00597346 0.00597177 0.00597056 0.00596975 0.00596925 0.005969 0.00596885 -0.7909
10 0 0 0.0057166 0.0243828 0.0285079 0.00563036 0.0305095 0.0307646 0.0316423 0.0357238 0.030373 0.0299527 0.0220523 0.0194221 0.0181493 0.017595 0.0174642 0.0170172 0.0157735 0.0126056 0.0127214 0.012692 0.0120939 0.0120781 0.0120657 0.0120545 0.0120451 0.0120371 0.0120305 0.0120252 0.0120212 0.0120181 0.0120158 0.0120141 0.0120129 0.0120121 0.0120116 0.0120113 0.0120112 -0.83725
